_Annual_J-D_2019_____________ L-OTI(^S^o^N^C) Anomaly vs 2000-2001              
   i   j     lon     lat    array(i,j)
  42  76  -97.00   61.00       -0.8822
  43  76  -95.00   61.00       -0.8158
  44  76  -93.00   61.00       -0.6166
  45  76  -91.00   61.00       -0.6166
  46  76  -89.00   61.00       -0.2320
  47  76  -87.00   61.00       -0.2320
  48  76  -85.00   61.00        0.0704
  49  76  -83.00   61.00        0.1712
  50  76  -81.00   61.00        0.3096
  51  76  -79.00   61.00        0.4480
  52  76  -77.00   61.00        0.4865
  53  76  -75.00   61.00        0.6018
  54  76  -73.00   61.00        0.6018
  55  76  -71.00   61.00        0.6421
  56  76  -69.00   61.00        0.6421
  57  76  -67.00   61.00        0.6081
  58  76  -65.00   61.00        0.5968
  59  76  -63.00   61.00        0.5816
  60  76  -61.00   61.00        0.5665
  61  76  -59.00   61.00        0.8835
  62  76  -57.00   61.00        1.8346
  63  76  -55.00   61.00        1.8346
  64  76  -53.00   61.00        1.4490
  65  76  -51.00   61.00        1.4490
  66  76  -49.00   61.00        0.9704
  67  76  -47.00   61.00        0.8109
  68  76  -45.00   61.00        0.8575
  69  76  -43.00   61.00        0.9042
  70  76  -41.00   61.00        0.8798
  71  76  -39.00   61.00        0.8067
  72  76  -37.00   61.00        0.8067
  73  76  -35.00   61.00        0.7676
  74  76  -33.00   61.00        0.7676
  75  76  -31.00   61.00        0.2591
  76  76  -29.00   61.00        0.0896
  77  76  -27.00   61.00        0.0982
  78  76  -25.00   61.00        0.1067
  79  76  -23.00   61.00        0.1392
  80  76  -21.00   61.00        0.2368
  81  76  -19.00   61.00        0.2368
  82  76  -17.00   61.00        0.1862
  83  76  -15.00   61.00        0.1862
  84  76  -13.00   61.00        0.2393
  85  76  -11.00   61.00        0.2570
  86  76   -9.00   61.00        0.3799
  87  76   -7.00   61.00        0.5029
  88  76   -5.00   61.00        0.5428
  89  76   -3.00   61.00        0.6624
  90  76   -1.00   61.00        0.6624
  91  76    1.00   61.00        0.6597
  92  76    3.00   61.00        0.6597
  93  76    5.00   61.00        0.5895
  94  76    7.00   61.00        0.5660
  95  76    9.00   61.00        0.5467
  96  76   11.00   61.00        0.5274
  97  76   13.00   61.00        0.5192
  98  76   15.00   61.00        0.4943
  99  76   17.00   61.00        0.4943
 100  76   19.00   61.00        0.4691
 101  76   21.00   61.00        0.4691
 102  76   23.00   61.00        0.4529
 103  76   25.00   61.00        0.4475
 104  76   27.00   61.00        0.4422
 105  76   29.00   61.00        0.4368
 106  76   31.00   61.00        0.4389
 107  76   33.00   61.00        0.4451
 108  76   35.00   61.00        0.4451
 109  76   37.00   61.00        0.4848
 110  76   39.00   61.00        0.4848
 111  76   41.00   61.00        0.5156
 112  76   43.00   61.00        0.5258
 113  76   45.00   61.00        0.5360
 114  76   47.00   61.00        0.5462
 115  76   49.00   61.00        0.5462
 116  76   51.00   61.00        0.5463
 117  76   53.00   61.00        0.5463
 118  76   55.00   61.00        0.5615
 119  76   57.00   61.00        0.5615
 120  76   59.00   61.00        0.6042
 121  76   61.00   61.00        0.6185
 122  76   63.00   61.00        0.6718
 123  76   65.00   61.00        0.7251
 124  76   67.00   61.00        0.7619
 125  76   69.00   61.00        0.8724
 126  76   71.00   61.00        0.8724
 127  76   73.00   61.00        1.0353
 128  76   75.00   61.00        1.0353
 129  76   77.00   61.00        1.1388
 130  76   79.00   61.00        1.1733
 131  76   81.00   61.00        1.2394
 132  76   83.00   61.00        1.3056
 133  76   85.00   61.00        1.3402
 134  76   87.00   61.00        1.4438
 135  76   89.00   61.00        1.4438
 136  76   91.00   61.00        1.5994
 137  76   93.00   61.00        1.5994
 138  76   95.00   61.00        1.7360
 139  76   97.00   61.00        1.7815
 140  76   99.00   61.00        1.8705
 141  76  101.00   61.00        1.9594
 142  76  103.00   61.00        1.9936
 143  76  105.00   61.00        2.0963
 144  76  107.00   61.00        2.0963
 145  76  109.00   61.00        2.1327
 146  76  111.00   61.00        2.1327
 147  76  113.00   61.00        2.0958
 148  76  115.00   61.00        2.0835
 149  76  117.00   61.00        2.0240
 150  76  119.00   61.00        1.9644
 151  76  121.00   61.00        1.9268
 152  76  123.00   61.00        1.8139
 153  76  125.00   61.00        1.8139
 154  76  127.00   61.00        1.6613
 155  76  129.00   61.00        1.6613
 156  76  131.00   61.00        1.5693
 157  76  133.00   61.00        1.5386
 158  76  135.00   61.00        1.4953
 159  76  137.00   61.00        1.4519
 160  76  139.00   61.00        1.4347
 161  76  141.00   61.00        1.3830
 162  76  143.00   61.00        1.3830
 163  76  145.00   61.00        1.3452
 164  76  147.00   61.00        1.3452
 165  76  149.00   61.00        1.3345
 166  76  151.00   61.00        1.3309
 167  76  153.00   61.00        1.3409
 168  76  155.00   61.00        1.3509
 169  76  157.00   61.00        1.3650
 170  76  159.00   61.00        1.4075
 171  76  161.00   61.00        1.4075
 172  76  163.00   61.00        1.5163
 173  76  165.00   61.00        1.5163
 174  76  167.00   61.00        1.6329
 175  76  169.00   61.00        1.6718
 176  76  171.00   61.00        1.8187
 177  76  173.00   61.00        1.9657
 178  76  175.00   61.00        1.9645
 179  76  177.00   61.00        1.9610
 180  76  179.00   61.00        1.9610
   1  77 -179.00   63.00        2.9290
   2  77 -177.00   63.00        2.9290
   3  77 -175.00   63.00        2.9417
   4  77 -173.00   63.00        2.9459
   5  77 -171.00   63.00        2.7938
   6  77 -169.00   63.00        2.6418
   7  77 -167.00   63.00        2.5885
   8  77 -165.00   63.00        2.4286
   9  77 -163.00   63.00        2.4286
  10  77 -161.00   63.00        2.2836
  11  77 -159.00   63.00        2.2836
  12  77 -157.00   63.00        2.1940
  13  77 -155.00   63.00        2.1642
  14  77 -153.00   63.00        2.1022
  15  77 -151.00   63.00        2.0402
  16  77 -149.00   63.00        2.0135
  17  77 -147.00   63.00        1.9333
  18  77 -145.00   63.00        1.9333
  19  77 -143.00   63.00        1.8092
  20  77 -141.00   63.00        1.8092
  21  77 -139.00   63.00        1.6961
  22  77 -137.00   63.00        1.6584
  23  77 -135.00   63.00        1.5726
  24  77 -133.00   63.00        1.4868
  25  77 -131.00   63.00        1.4251
  26  77 -129.00   63.00        1.2399
  27  77 -127.00   63.00        1.2399
  28  77 -125.00   63.00        0.8962
  29  77 -123.00   63.00        0.8962
  30  77 -121.00   63.00        0.5584
  31  77 -119.00   63.00        0.4458
  32  77 -117.00   63.00        0.1727
  33  77 -115.00   63.00       -0.1004
  34  77 -113.00   63.00       -0.1851
  35  77 -111.00   63.00       -0.4395
  36  77 -109.00   63.00       -0.4395
  37  77 -107.00   63.00       -0.6130
  38  77 -105.00   63.00       -0.6130
  39  77 -103.00   63.00       -0.6681
  40  77 -101.00   63.00       -0.6864
  41  77  -99.00   63.00       -0.6065
  42  77  -97.00   63.00       -0.5265
  43  77  -95.00   63.00       -0.4522
  44  77  -93.00   63.00       -0.2292
  45  77  -91.00   63.00       -0.2292
  46  77  -89.00   63.00        0.1967
  47  77  -87.00   63.00        0.1967
  48  77  -85.00   63.00        0.5372
  49  77  -83.00   63.00        0.6507
  50  77  -81.00   63.00        0.7922
  51  77  -79.00   63.00        0.9338
  52  77  -77.00   63.00        0.9650
  53  77  -75.00   63.00        1.0587
  54  77  -73.00   63.00        1.0587
  55  77  -71.00   63.00        1.0949
  56  77  -69.00   63.00        1.0949
  57  77  -67.00   63.00        1.0809
  58  77  -65.00   63.00        1.0762
  59  77  -63.00   63.00        1.0613
  60  77  -61.00   63.00        1.0465
  61  77  -59.00   63.00        1.0370
  62  77  -57.00   63.00        1.0087
  63  77  -55.00   63.00        1.0087
  64  77  -53.00   63.00        1.0086
  65  77  -51.00   63.00        1.0086
  66  77  -49.00   63.00        1.0069
  67  77  -47.00   63.00        1.0064
  68  77  -45.00   63.00        1.0035
  69  77  -43.00   63.00        1.0006
  70  77  -41.00   63.00        0.9546
  71  77  -39.00   63.00        0.8168
  72  77  -37.00   63.00        0.8168
  73  77  -35.00   63.00        0.7601
  74  77  -33.00   63.00        0.7601
  75  77  -31.00   63.00        0.2753
  76  77  -29.00   63.00        0.1137
  77  77  -27.00   63.00        0.1682
  78  77  -25.00   63.00        0.2226
  79  77  -23.00   63.00        0.3399
  80  77  -21.00   63.00        0.6920
  81  77  -19.00   63.00        0.6920
  82  77  -17.00   63.00        0.3215
  83  77  -15.00   63.00        0.3215
  84  77  -13.00   63.00        0.3919
  85  77  -11.00   63.00        0.4153
  86  77   -9.00   63.00        0.4927
  87  77   -7.00   63.00        0.5702
  88  77   -5.00   63.00        0.6238
  89  77   -3.00   63.00        0.7848
  90  77   -1.00   63.00        0.7848
  91  77    1.00   63.00        0.7606
  92  77    3.00   63.00        0.7606
  93  77    5.00   63.00        0.5202
  94  77    7.00   63.00        0.4401
  95  77    9.00   63.00        0.4219
  96  77   11.00   63.00        0.4036
  97  77   13.00   63.00        0.3954
  98  77   15.00   63.00        0.3706
  99  77   17.00   63.00        0.3706
 100  77   19.00   63.00        0.3426
 101  77   21.00   63.00        0.3426
 102  77   23.00   63.00        0.3282
 103  77   25.00   63.00        0.3234
 104  77   27.00   63.00        0.3159
 105  77   29.00   63.00        0.3083
 106  77   31.00   63.00        0.3077
 107  77   33.00   63.00        0.3058
 108  77   35.00   63.00        0.3058
 109  77   37.00   63.00        0.3319
 110  77   39.00   63.00        0.3319
 111  77   41.00   63.00        0.3873
 112  77   43.00   63.00        0.4058
 113  77   45.00   63.00        0.4544
 114  77   47.00   63.00        0.5030
 115  77   49.00   63.00        0.5251
 116  77   51.00   63.00        0.5913
 117  77   53.00   63.00        0.5913
 118  77   55.00   63.00        0.6499
 119  77   57.00   63.00        0.6499
 120  77   59.00   63.00        0.7176
 121  77   61.00   63.00        0.7402
 122  77   63.00   63.00        0.8063
 123  77   65.00   63.00        0.8724
 124  77   67.00   63.00        0.9168
 125  77   69.00   63.00        1.0499
 126  77   71.00   63.00        1.0499
 127  77   73.00   63.00        1.2560
 128  77   75.00   63.00        1.2560
 129  77   77.00   63.00        1.3879
 130  77   79.00   63.00        1.4319
 131  77   81.00   63.00        1.5076
 132  77   83.00   63.00        1.5833
 133  77   85.00   63.00        1.6212
 134  77   87.00   63.00        1.7349
 135  77   89.00   63.00        1.7349
 136  77   91.00   63.00        1.8940
 137  77   93.00   63.00        1.8940
 138  77   95.00   63.00        2.0271
 139  77   97.00   63.00        2.0714
 140  77   99.00   63.00        2.1701
 141  77  101.00   63.00        2.2688
 142  77  103.00   63.00        2.3011
 143  77  105.00   63.00        2.3980
 144  77  107.00   63.00        2.3980
 145  77  109.00   63.00        2.4302
 146  77  111.00   63.00        2.4302
 147  77  113.00   63.00        2.3658
 148  77  115.00   63.00        2.3444
 149  77  117.00   63.00        2.2688
 150  77  119.00   63.00        2.1931
 151  77  121.00   63.00        2.1497
 152  77  123.00   63.00        2.0194
 153  77  125.00   63.00        2.0194
 154  77  127.00   63.00        1.8567
 155  77  129.00   63.00        1.8567
 156  77  131.00   63.00        1.7499
 157  77  133.00   63.00        1.7143
 158  77  135.00   63.00        1.6553
 159  77  137.00   63.00        1.5963
 160  77  139.00   63.00        1.5688
 161  77  141.00   63.00        1.4861
 162  77  143.00   63.00        1.4861
 163  77  145.00   63.00        1.4036
 164  77  147.00   63.00        1.4036
 165  77  149.00   63.00        1.3858
 166  77  151.00   63.00        1.3798
 167  77  153.00   63.00        1.3987
 168  77  155.00   63.00        1.4175
 169  77  157.00   63.00        1.4394
 170  77  159.00   63.00        1.5049
 171  77  161.00   63.00        1.5049
 172  77  163.00   63.00        1.6462
 173  77  165.00   63.00        1.6462
 174  77  167.00   63.00        1.8027
 175  77  169.00   63.00        1.8549
 176  77  171.00   63.00        2.0092
 177  77  173.00   63.00        2.1635
 178  77  175.00   63.00        2.2786
 179  77  177.00   63.00        2.6236
 180  77  179.00   63.00        2.6236
   1  78 -179.00   65.00        3.0661
   2  78 -177.00   65.00        3.0661
   3  78 -175.00   65.00        3.0680
   4  78 -173.00   65.00        3.0686
   5  78 -171.00   65.00        2.8727
   6  78 -169.00   65.00        2.6769
   7  78 -167.00   65.00        2.6688
   8  78 -165.00   65.00        2.6447
   9  78 -163.00   65.00        2.6447
  10  78 -161.00   65.00        2.3350
  11  78 -159.00   65.00        2.3350
  12  78 -157.00   65.00        2.3214
  13  78 -155.00   65.00        2.3169
  14  78 -153.00   65.00        2.2083
  15  78 -151.00   65.00        2.0997
  16  78 -149.00   65.00        2.0956
  17  78 -147.00   65.00        2.0835
  18  78 -145.00   65.00        2.0835
  19  78 -143.00   65.00        1.8776
  20  78 -141.00   65.00        1.8776
  21  78 -139.00   65.00        1.8605
  22  78 -137.00   65.00        1.8548
  23  78 -135.00   65.00        1.7097
  24  78 -133.00   65.00        1.5647
  25  78 -131.00   65.00        1.5553
  26  78 -129.00   65.00        1.5273
  27  78 -127.00   65.00        1.5273
  28  78 -125.00   65.00        0.9097
  29  78 -123.00   65.00        0.9097
  30  78 -121.00   65.00        0.8587
  31  78 -119.00   65.00        0.8417
  32  78 -117.00   65.00        0.4303
  33  78 -115.00   65.00        0.0190
  34  78 -113.00   65.00        0.0062
  35  78 -111.00   65.00       -0.0323
  36  78 -109.00   65.00       -0.0323
  37  78 -107.00   65.00       -0.4106
  38  78 -105.00   65.00       -0.4106
  39  78 -103.00   65.00       -0.4189
  40  78 -101.00   65.00       -0.4217
  41  78  -99.00   65.00       -0.2684
  42  78  -97.00   65.00       -0.1152
  43  78  -95.00   65.00       -0.1040
  44  78  -93.00   65.00       -0.0703
  45  78  -91.00   65.00       -0.0703
  46  78  -89.00   65.00        0.6404
  47  78  -87.00   65.00        0.6404
  48  78  -85.00   65.00        0.6918
  49  78  -83.00   65.00        0.7090
  50  78  -81.00   65.00        0.9584
  51  78  -79.00   65.00        1.2078
  52  78  -77.00   65.00        1.2125
  53  78  -75.00   65.00        1.2267
  54  78  -73.00   65.00        1.2267
  55  78  -71.00   65.00        1.3126
  56  78  -69.00   65.00        1.3126
  57  78  -67.00   65.00        1.3105
  58  78  -65.00   65.00        1.3097
  59  78  -63.00   65.00        1.2834
  60  78  -61.00   65.00        1.2570
  61  78  -59.00   65.00        1.2556
  62  78  -57.00   65.00        1.2513
  63  78  -55.00   65.00        1.2513
  64  78  -53.00   65.00        1.1170
  65  78  -51.00   65.00        1.1170
  66  78  -49.00   65.00        1.1168
  67  78  -47.00   65.00        1.1167
  68  78  -45.00   65.00        1.0077
  69  78  -43.00   65.00        0.8988
  70  78  -41.00   65.00        0.8919
  71  78  -39.00   65.00        0.8710
  72  78  -37.00   65.00        0.8710
  73  78  -35.00   65.00        0.4245
  74  78  -33.00   65.00        0.4245
  75  78  -31.00   65.00        0.3513
  76  78  -29.00   65.00        0.3268
  77  78  -27.00   65.00        0.4976
  78  78  -25.00   65.00        0.6684
  79  78  -23.00   65.00        0.6861
  80  78  -21.00   65.00        0.7393
  81  78  -19.00   65.00        0.7393
  82  78  -17.00   65.00        0.5777
  83  78  -15.00   65.00        0.5777
  84  78  -13.00   65.00        0.5883
  85  78  -11.00   65.00        0.5919
  86  78   -9.00   65.00        0.6925
  87  78   -7.00   65.00        0.7931
  88  78   -5.00   65.00        0.8012
  89  78   -3.00   65.00        0.8255
  90  78   -1.00   65.00        0.8255
  91  78    1.00   65.00        0.8247
  92  78    3.00   65.00        0.8247
